"tax","csp","age","sex","ss","income","race","marital","educ"
"0","0","(60-75]","2","0","(1-153749.2]","1","4","39"
"0","0","(30-45]","1","0","(1-153749.2]","1","7","37"
"(1-33333]","0","(45-60]","2","0","(153749.2-307497.4]","1","5","44"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","43"
"0","0","(45-60]","2","0","(1-153749.2]","1","4","39"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","5","39"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","43"
"0","0","(45-60]","1","0","(1-153749.2]","1","1","39"
"0","0","(75-90]","2","(7-16671.3333333333]","(1-153749.2]","1","4","43"
"(1-33333]","0","(30-45]","1","0","(153749.2-307497.4]","2","1","43"
"0","0","(45-60]","1","0","(1-153749.2]","1","5","39"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","5","39"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(75-90]","2","(7-16671.3333333333]","(1-153749.2]","1","4","43"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","39"
"0","0","(15-30]","2","0","(1-153749.2]","2","7","40"
"(1-33333]","0","(60-75]","2","(7-16671.3333333333]","(1-153749.2]","1","7","39"
"0","0","(30-45]","1","0","(1-153749.2]","1","1","44"
"0","0","(75-90]","1","(7-16671.3333333333]","(1-153749.2]","1","4","33"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","43"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","2","1","39"
"(1-33333]","0","(30-45]","2","0","(307497.4-461245.6]","1","7","39"
"(1-33333]","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","1","1","39"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","1","5","43"
"(1-33333]","0","(15-30]","1","0","(1-153749.2]","1","1","39"
"0","0","(45-60]","1","0","(1-153749.2]","1","1","40"
"0","(1-23917]","(30-45]","2","0","(1-153749.2]","1","5","43"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","5","43"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","2","7","43"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","1","1","37"
"(1-33333]","0","(75-90]","2","(7-16671.3333333333]","(1-153749.2]","2","5","41"
"(1-33333]","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","1","1","43"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","1","1","39"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","43"
"0","0","(15-30]","2","0","(1-153749.2]","1","7","40"
"0","0","(15-30]","2","0","(1-153749.2]","1","1","39"
"0","0","(15-30]","2","0","(1-153749.2]","1","7","34"
"0","0","(15-30]","2","0","(1-153749.2]","1","7","39"
"0","0","(45-60]","1","0","(1-153749.2]","3","7","39"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","45"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(15-30]","2","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(75-90]","2","(7-16671.3333333333]","(1-153749.2]","1","4","32"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","7","40"
"(1-33333]","0","(75-90]","2","(7-16671.3333333333]","(1-153749.2]","1","4","39"
"0","0","(45-60]","1","0","(1-153749.2]","4","1","43"
"0","0","(45-60]","2","0","(1-153749.2]","1","4","44"
"0","0","(15-30]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","1","1","39"
"(1-33333]","0","(75-90]","2","(7-16671.3333333333]","(1-153749.2]","1","1","35"
"0","0","(45-60]","2","0","(1-153749.2]","1","1","44"
"(1-33333]","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","4","1","39"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","43"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","42"
"0","0","(15-30]","1","0","(307497.4-461245.6]","1","7","45"
"0","0","(15-30]","1","0","(1-153749.2]","2","1","39"
"0","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","1","1","39"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","43"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","43"
"(1-33333]","0","(60-75]","1","0","(1-153749.2]","1","5","44"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","5","42"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(60-75]","2","(7-16671.3333333333]","(1-153749.2]","2","1","36"
"0","0","(30-45]","2","0","(1-153749.2]","2","7","42"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","39"
"0","0","(45-60]","1","0","(1-153749.2]","1","1","39"
"0","0","(15-30]","1","0","(1-153749.2]","1","7","39"
"0","0","(45-60]","2","0","(1-153749.2]","1","5","33"
"0","0","(30-45]","1","0","(1-153749.2]","1","5","40"
"0","0","(45-60]","1","0","(1-153749.2]","1","5","40"
"(1-33333]","0","(60-75]","1","0","(1-153749.2]","1","1","36"
"0","0","(45-60]","1","0","(1-153749.2]","2","1","34"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","1","1","37"
"(1-33333]","0","(15-30]","1","(7-16671.3333333333]","(1-153749.2]","1","1","43"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","1","1","43"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","35"
"0","0","(45-60]","1","(7-16671.3333333333]","(1-153749.2]","1","5","40"
"(1-33333]","0","(60-75]","2","(7-16671.3333333333]","(1-153749.2]","1","1","46"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","7","45"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","7","39"
"(1-33333]","0","(15-30]","2","0","(1-153749.2]","1","7","39"
"0","(1-23917]","(30-45]","2","0","(1-153749.2]","1","1","43"
"0","0","(15-30]","2","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","5","41"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","40"
"0","0","(15-30]","1","0","(1-153749.2]","1","1","45"
"(1-33333]","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","4","1","45"
"(1-33333]","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","1","1","39"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","7","41"
"0","0","(60-75]","2","0","(1-153749.2]","1","4","44"
"0","0","(45-60]","2","0","(1-153749.2]","1","4","43"
"0","0","(15-30]","1","0","(1-153749.2]","1","7","39"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","39"
"0","0","(15-30]","2","0","(1-153749.2]","1","7","39"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","1","5","39"
"0","0","(30-45]","2","0","(1-153749.2]","2","6","40"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","4","1","39"
"(1-33333]","0","(15-30]","2","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(75-90]","2","(7-16671.3333333333]","(1-153749.2]","1","4","43"
"0","0","(15-30]","2","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","7","44"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","2","1","40"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","43"
"(1-33333]","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","1","1","37"
"0","0","(30-45]","2","0","(1-153749.2]","1","7","40"
"0","0","(15-30]","2","0","(1-153749.2]","1","1","37"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(60-75]","2","(7-16671.3333333333]","(1-153749.2]","1","1","34"
"0","0","(60-75]","2","0","(1-153749.2]","2","4","43"
"0","(1-23917]","(15-30]","2","0","(1-153749.2]","1","5","39"
"(1-33333]","0","(75-90]","1","(7-16671.3333333333]","(1-153749.2]","1","1","34"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","5","39"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(60-75]","2","(7-16671.3333333333]","(1-153749.2]","1","5","39"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","1","1","43"
"(1-33333]","0","(15-30]","1","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","1","1","43"
"(1-33333]","0","(75-90]","1","(7-16671.3333333333]","(1-153749.2]","2","1","34"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","43"
"0","0","(30-45]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","39"
"0","0","(45-60]","2","0","(1-153749.2]","1","7","39"
"0","0","(15-30]","2","0","(1-153749.2]","1","2","39"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","7","39"
"0","0","(45-60]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","45"
"0","0","(15-30]","1","0","(1-153749.2]","1","7","43"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","39"
"0","0","(15-30]","2","0","(1-153749.2]","3","7","41"
"(1-33333]","0","(75-90]","1","(7-16671.3333333333]","(1-153749.2]","1","1","39"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","1","43"
"0","0","(15-30]","2","0","(1-153749.2]","2","5","40"
"0","0","(15-30]","1","0","(1-153749.2]","2","5","39"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","43"
"(1-33333]","0","(15-30]","1","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(15-30]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(60-75]","2","(7-16671.3333333333]","(1-153749.2]","1","4","44"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","4","39"
"(1-33333]","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","1","1","34"
"(1-33333]","0","(75-90]","1","(7-16671.3333333333]","(1-153749.2]","1","4","37"
"(1-33333]","0","(30-45]","1","0","(153749.2-307497.4]","1","1","43"
"(1-33333]","0","(60-75]","2","(7-16671.3333333333]","(1-153749.2]","1","4","31"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(75-90]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(75-90]","2","(7-16671.3333333333]","(1-153749.2]","1","4","43"
"(1-33333]","0","(75-90]","2","(7-16671.3333333333]","(1-153749.2]","1","1","40"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","39"
"0","0","(15-30]","1","0","(1-153749.2]","2","7","43"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","45"
"0","0","(30-45]","1","0","(1-153749.2]","4","1","40"
"(1-33333]","0","(45-60]","1","0","(153749.2-307497.4]","4","1","44"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","37"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","1","1","39"
"0","0","(30-45]","2","0","(1-153749.2]","1","1","42"
"(1-33333]","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","1","1","39"
"0","0","(45-60]","2","0","(1-153749.2]","1","7","40"
"(1-33333]","(1-23917]","(45-60]","2","0","(1-153749.2]","1","5","45"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","6","39"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","5","45"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","4","1","39"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","1","1","43"
"0","0","(15-30]","1","0","(1-153749.2]","1","7","43"
"(1-33333]","0","(60-75]","2","(7-16671.3333333333]","(1-153749.2]","1","1","36"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(75-90]","2","(7-16671.3333333333]","(1-153749.2]","1","4","44"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","44"
"(1-33333]","0","(15-30]","2","0","(1-153749.2]","1","7","39"
"(1-33333]","0","(60-75]","1","0","(1-153749.2]","1","1","34"
"0","0","(30-45]","2","0","(1-153749.2]","1","7","40"
"0","0","(60-75]","2","(7-16671.3333333333]","(1-153749.2]","1","4","39"
"0","0","(15-30]","1","0","(1-153749.2]","4","7","44"
"(1-33333]","0","(30-45]","2","0","(153749.2-307497.4]","1","1","40"
"0","0","(45-60]","2","0","(1-153749.2]","1","1","32"
"0","0","(30-45]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(60-75]","2","(7-16671.3333333333]","(1-153749.2]","1","7","46"
"0","0","(15-30]","2","0","(1-153749.2]","1","7","39"
"(1-33333]","0","(75-90]","2","(7-16671.3333333333]","(1-153749.2]","1","4","40"
"(1-33333]","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","1","1","37"
"0","0","(15-30]","2","0","(1-153749.2]","1","1","35"
"0","(1-23917]","(30-45]","2","0","(1-153749.2]","2","5","43"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","34"
"0","0","(30-45]","1","0","(1-153749.2]","2","6","39"
"0","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","1","6","39"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","2","1","43"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","1","1","40"
"0","0","(45-60]","1","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","39"
"0","0","(30-45]","1","(7-16671.3333333333]","(1-153749.2]","1","5","40"
"0","0","(15-30]","2","0","(1-153749.2]","1","7","43"
"(1-33333]","0","(75-90]","1","(7-16671.3333333333]","(1-153749.2]","1","1","39"
"(1-33333]","0","(75-90]","1","(7-16671.3333333333]","(1-153749.2]","2","1","39"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","1","7","43"
"(1-33333]","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","2","1","41"
"(1-33333]","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","1","1","43"
"(1-33333]","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","1","1","39"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","40"
"0","0","(15-30]","1","0","(1-153749.2]","1","1","44"
"(1-33333]","0","(60-75]","2","(7-16671.3333333333]","(1-153749.2]","1","1","39"
"(1-33333]","0","(60-75]","2","(7-16671.3333333333]","(1-153749.2]","1","4","39"
"0","0","(45-60]","2","0","(1-153749.2]","1","6","42"
"0","0","(30-45]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","42"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(15-30]","2","0","(1-153749.2]","1","7","41"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","39"
"0","0","(30-45]","2","0","(1-153749.2]","1","7","39"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","5","31"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","34"
"0","0","(45-60]","2","0","(1-153749.2]","1","5","41"
"(1-33333]","0","(60-75]","1","0","(1-153749.2]","1","1","43"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","5","37"
"0","0","(15-30]","2","0","(1-153749.2]","1","7","39"
"(1-33333]","0","(75-90]","2","(7-16671.3333333333]","(1-153749.2]","1","4","41"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","43"
"0","0","(45-60]","1","0","(1-153749.2]","1","1","40"
"0","0","(30-45]","2","0","(1-153749.2]","1","7","43"
"(1-33333]","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","1","1","40"
"(1-33333]","0","(75-90]","1","(7-16671.3333333333]","(1-153749.2]","1","1","39"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","2","5","45"
"(1-33333]","0","(60-75]","2","(7-16671.3333333333]","(1-153749.2]","1","4","40"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","5","39"
"0","0","(30-45]","1","0","(1-153749.2]","3","1","39"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","1","5","43"
"0","0","(30-45]","1","0","(1-153749.2]","1","1","38"
"(1-33333]","0","(75-90]","1","(7-16671.3333333333]","(1-153749.2]","1","4","37"
"0","0","(45-60]","1","0","(1-153749.2]","1","1","38"
"(1-33333]","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","1","5","34"
"(1-33333]","0","(15-30]","2","0","(1-153749.2]","1","7","45"
"0","0","(15-30]","1","0","(1-153749.2]","1","1","43"
"0","0","(45-60]","1","0","(1-153749.2]","2","7","39"
"(1-33333]","0","(75-90]","1","(7-16671.3333333333]","(1-153749.2]","1","1","39"
"(1-33333]","(1-23917]","(30-45]","2","0","(1-153749.2]","1","5","40"
"(1-33333]","0","(75-90]","2","(7-16671.3333333333]","(1-153749.2]","2","4","42"
"0","0","(60-75]","2","(7-16671.3333333333]","(1-153749.2]","1","5","39"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","43"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","1","1","43"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(60-75]","2","0","(1-153749.2]","1","5","33"
"0","0","(30-45]","1","0","(1-153749.2]","1","1","33"
"0","0","(30-45]","1","0","(1-153749.2]","1","1","43"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","43"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","1","40"
"0","0","(15-30]","2","0","(1-153749.2]","1","7","32"
"0","0","(15-30]","1","0","(1-153749.2]","1","7","39"
"0","0","(15-30]","1","0","(1-153749.2]","1","7","43"
"(1-33333]","0","(45-60]","2","0","(153749.2-307497.4]","1","1","45"
"(1-33333]","0","(60-75]","2","(7-16671.3333333333]","(1-153749.2]","4","1","32"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","43"
"0","0","(30-45]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(75-90]","1","(7-16671.3333333333]","(1-153749.2]","1","1","39"
"(1-33333]","0","(60-75]","1","0","(1-153749.2]","1","4","37"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","1","40"
"0","0","(15-30]","1","0","(153749.2-307497.4]","2","7","43"
"0","0","(45-60]","2","0","(1-153749.2]","1","7","43"
"0","0","(75-90]","2","(7-16671.3333333333]","(1-153749.2]","1","4","39"
"0","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","2","6","43"
"0","0","(30-45]","2","0","(1-153749.2]","1","7","32"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","5","43"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","1","43"
"0","0","(15-30]","2","0","(1-153749.2]","1","7","40"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","1","5","39"
"(1-33333]","(1-23917]","(30-45]","1","0","(1-153749.2]","1","1","36"
"0","0","(15-30]","1","0","(1-153749.2]","1","5","39"
"(1-33333]","0","(45-60]","2","(7-16671.3333333333]","(1-153749.2]","1","5","42"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","1","5","39"
"(1-33333]","0","(30-45]","1","0","(1-153749.2]","1","5","39"
"0","0","(30-45]","2","0","(1-153749.2]","1","1","43"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","1","7","39"
"0","0","(30-45]","1","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","4","39"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","7","31"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","2","4","39"
"(1-33333]","0","(30-45]","2","0","(1-153749.2]","1","1","41"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(60-75]","2","(7-16671.3333333333]","(1-153749.2]","1","4","44"
"(1-33333]","0","(60-75]","2","(7-16671.3333333333]","(1-153749.2]","1","5","40"
"(1-33333]","0","(60-75]","2","(7-16671.3333333333]","(1-153749.2]","1","5","39"
"(1-33333]","0","(75-90]","2","(7-16671.3333333333]","(1-153749.2]","1","1","34"
"0","0","(60-75]","1","(7-16671.3333333333]","(1-153749.2]","1","1","39"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","39"
"(1-33333]","0","(75-90]","2","(7-16671.3333333333]","(1-153749.2]","1","4","43"
"(1-33333]","0","(15-30]","1","0","(1-153749.2]","1","1","40"
"(1-33333]","0","(45-60]","2","0","(1-153749.2]","1","5","43"
"(1-33333]","0","(60-75]","2","(7-16671.3333333333]","(1-153749.2]","1","3","39"
"(1-33333]","0","(30-45]","2","0","(153749.2-307497.4]","1","1","40"
"(1-33333]","0","(75-90]","1","(7-16671.3333333333]","(1-153749.2]","1","4","43"
"(1-33333]","0","(45-60]","1","0","(1-153749.2]","1","1","39"
"0","0","(60-75]","2","(7-16671.3333333333]","(1-153749.2]","1","5","39"
"0","0","(15-30]","2","0","(1-153749.2]","1","7","35"
"(1-33333]","0","(45-60]","1","(7-16671.3333333333]","(1-153749.2]","1","1","35"
"(1-33333]","0","(60-75]","2","(7-16671.3333333333]","(1-153749.2]","1","4","36"
