"","tax","income","csp","age","educ","marital","race","sex","ss"
"613",928,47139,0,64,"35","1","1","1",0
"614",250,59700,0,33,"40","7","1","1",0
"615",0,22000,0,35,"40","7","2","2",0
"616",0,14125,0,26,"43","7","2","2",0
"617",2500,81248,0,50,"43","1","1","1",0
"618",379,48300,5600,47,"43","5","1","2",0
"619",0,9066,0,49,"39","4","2","2",0
"620",0,6234,150,28,"34","7","1","2",0
"621",6000,51865,0,57,"44","7","1","2",0
"622",2302,179821,0,60,"43","5","1","1",0
"623",800,38600,0,35,"42","1","1","1",0
"624",50,14946,0,37,"35","1","1","2",0
"625",150,47000,0,52,"39","5","1","2",0
"626",700,57873,0,66,"44","1","1","2",0
"627",1288,147162,0,40,"43","1","1","1",0
"628",0,38765,0,27,"42","7","1","1",0
"630",1215,85048,0,37,"39","1","1","1",0
"631",489,21360,0,74,"33","1","2","1",12270
"632",721,99210,0,44,"43","1","1","1",0
"633",325,46836,0,46,"39","1","1","1",0
"634",500,17998,2600,57,"35","1","1","2",0
"635",1860,92746,0,39,"43","1","1","1",0
"636",2980,12338,0,74,"44","4","1","2",10026
"637",0,15432,0,52,"40","7","1","2",0
"638",0,6000,0,57,"31","7","1","2",0
"640",0,8803,0,79,"39","4","1","2",5748
"641",1112,56093,0,60,"39","7","1","2",0
"642",3421,114766,0,27,"45","1","1","2",0
"643",2768,38552,0,72,"45","1","1","1",16722
"644",3400,106864,0,50,"40","1","1","1",0
"645",1311,23550,0,78,"43","4","1","2",6666
"646",0,76430,0,36,"40","1","1","1",0
"647",150,20724,0,63,"36","1","1","1",14466
"648",85,19952,0,90,"36","4","1","2",12873
"649",0,52915,0,51,"43","5","2","1",0
"650",1600,178000,0,55,"43","1","1","1",0
"651",0,6030,0,32,"36","1","1","2",0
"652",2300,58060,0,28,"43","7","1","2",0
"653",450,36786,0,50,"39","6","2","2",0
"654",360,25333,0,40,"39","1","1","1",0
"655",1055,32300,0,63,"44","5","1","2",0
"656",1400,91239,0,57,"39","1","1","1",0
"657",3500,119433,0,31,"44","7","1","2",0
"658",302,25000,0,47,"43","7","2","2",0
"659",500,64150,0,28,"43","1","1","1",0
"660",3600,154791,4316,46,"44","5","1","2",0
"661",1500,208230,0,54,"43","1","1","1",0
"662",500,18030,0,44,"40","7","1","1",0
"663",744,44200,0,32,"39","1","1","1",0
"665",0,9424,0,75,"34","7","1","1",6027
"666",0,20142,0,58,"39","7","1","1",8562
"667",0,17000,0,46,"40","5","1","2",0
"668",6836,126910,0,43,"33","1","1","2",0
"669",2100,53160,0,30,"39","1","1","2",0
"670",0,12428,0,79,"43","4","1","2",12378
"671",2275,169400,0,53,"43","1","1","1",0
"672",0,35100,0,25,"43","7","1","2",0
"673",0,71528,0,30,"43","7","1","2",0
"674",0,134300,0,29,"43","1","1","2",0
"675",1750,50422,0,80,"39","7","1","2",9822
"676",1800,40500,0,61,"44","5","1","2",0
"677",0,14000,0,31,"37","1","1","1",0
"678",269,36085,2080,31,"42","5","2","2",0
"679",3500,39566,0,75,"37","4","1","1",7206
"680",700,25489,0,76,"39","1","1","1",18546
"681",0,30055,0,44,"40","7","1","2",0
"682",0,8268,0,52,"39","4","2","2",0
"683",0,22408,0,77,"37","1","1","1",1938
"684",3983,68596,0,70,"43","1","1","1",7146
"685",1283,85869,0,48,"43","4","1","1",2929
"686",3800,60702,0,41,"44","1","4","1",0
"687",3400,205426,0,48,"41","4","1","2",0
"688",7000,85823,0,44,"44","1","1","1",0
"689",0,28252,0,38,"39","7","1","2",0
"690",0,700,0,35,"40","3","1","1",0
"691",635,40000,0,43,"39","1","1","1",0
"692",0,8020,100,43,"40","5","2","2",7920
"693",0,59020,0,51,"40","7","2","1",0
"694",0,22000,0,61,"39","4","2","2",0
"695",2350,20830,0,64,"39","1","1","2",4032
"696",0,49500,0,31,"44","7","1","2",0
"697",2180,88842,0,69,"39","1","1","2",5546
"698",4800,449745,0,48,"43","5","1","2",0
"699",2600,20430,0,72,"39","4","1","2",11598
"700",4800,137004,0,50,"43","1","1","1",0
"701",0,52096,0,43,"41","1","1","1",0
"702",803,23642,0,69,"38","1","1","1",15720
"703",1700,96332,0,39,"44","1","1","2",0
"704",0,28000,0,59,"39","6","2","2",0
"705",0,14560,0,45,"36","5","1","2",0
"706",0,16148,1200,26,"40","7","2","2",0
"707",0,26000,0,36,"39","7","2","2",0
"708",1200,36018,0,51,"44","1","1","2",0
"709",530,18500,0,51,"39","5","2","2",0
"710",0,5644,0,24,"39","1","1","2",1242
"711",0,7644,1476,33,"37","7","1","2",2700
"712",945,42508,0,44,"39","1","1","2",0
"713",875,28863,0,74,"40","4","1","2",13134
"714",1593,36900,0,61,"40","1","1","1",0
"715",1100,30718,0,74,"38","4","1","2",13518
"716",2600,59200,0,51,"39","1","1","2",0
"717",0,41000,0,36,"37","1","1","1",0
"719",0,52022,0,27,"39","1","1","2",0
"720",0,47320,0,23,"37","7","4","2",0
"721",0,7800,0,40,"31","5","4","2",0
"722",0,102200,0,26,"43","7","1","1",0
"723",1400,133040,0,60,"44","1","1","2",0
"724",2250,169302,0,43,"44","3","1","2",0
"725",820,31000,0,49,"42","5","1","2",0
"726",3000,48067,0,50,"39","1","4","1",0
"727",2500,13607,0,57,"43","4","1","2",0
"728",900,167536,0,79,"43","1","1","1",4446
"729",600,11986,0,88,"34","3","1","2",5586
"730",0,13746,0,80,"34","4","1","1",7746
"731",0,52136,0,33,"40","5","1","1",0
"732",3000,229749,0,45,"40","1","1","1",0
"733",8000,17490,0,64,"43","1","1","2",0
"734",600,109690,0,48,"39","1","2","2",0
"735",219,20388,0,64,"39","4","1","2",10692
"736",0,19047,0,33,"36","6","1","1",0
"737",1290,38830,0,53,"39","5","1","1",0
"738",430,34267,0,52,"34","4","1","2",0
"739",0,75025,0,41,"40","1","1","1",0
"740",0,50000,0,26,"43","7","2","1",0
"741",0,20175,0,27,"44","7","1","2",0
"742",0,6384,0,66,"33","5","1","2",5784
"743",0,24500,0,42,"43","5","1","1",0
"744",448,66280,0,43,"39","1","1","1",0
"745",1200,38695,0,56,"39","5","1","1",9546
"746",1485,45768,0,37,"43","1","1","2",0
"747",3300,296542,0,37,"43","1","1","1",0
"748",223,81352,0,50,"43","5","1","2",0
"749",0,32764,0,21,"40","6","1","2",0
"750",2500,83563,0,51,"42","4","1","2",0
"751",2500,107342,0,50,"40","1","1","2",0
"752",2500,107500,0,47,"40","1","1","2",0
"753",2405,98408,0,52,"43","1","1","1",0
"754",1750,37448,0,81,"43","3","1","2",19050
"755",9,27958,0,75,"39","4","1","2",13458
"756",0,17044,0,90,"34","3","1","1",12546
"757",0,7871,0,88,"39","4","1","2",4626
"758",0,18296,0,65,"35","6","2","2",4500
"759",0,35820,0,42,"40","1","1","1",0
"760",0,17808,0,29,"34","1","1","1",0
"761",0,100091,0,27,"44","7","1","2",0
"762",2000,67290,0,52,"43","5","1","2",4080
"763",661,97373,0,45,"39","1","2","2",0
"764",2358,29146,0,67,"39","4","2","1",8346
"765",1800,58900,0,42,"43","7","2","1",0
"766",2500,126646,0,69,"43","5","2","2",10146
"767",1400,10196,0,75,"34","4","2","2",9546
"768",1200,16800,0,69,"35","5","2","1",0
"769",5100,231324,0,55,"45","1","1","1",0
"770",1634,91200,0,26,"44","1","1","2",0
"771",2000,80540,0,39,"42","1","1","1",0
"772",0,21715,0,40,"39","1","2","2",0
"773",0,11766,0,76,"36","4","1","2",10146
"774",9997,82484,0,39,"40","1","1","2",0
"775",659,15750,0,17,"37","7","2","2",0
"776",0,15600,0,33,"40","1","1","1",0
"777",3000,11300,0,42,"39","1","1","2",0
"778",3050,51076,0,63,"39","1","1","1",0
"779",0,26000,0,49,"39","4","1","1",0
"780",680,21646,0,62,"39","4","1","2",7800
"781",0,7717,0,51,"43","5","1","2",0
"782",0,37100,0,27,"39","1","1","1",0
"783",165,12000,0,60,"37","5","1","1",0
"784",1200,47700,0,43,"40","1","2","2",0
"785",1583,55458,0,71,"42","4","1","2",12546
"786",1000,62000,0,58,"39","4","1","2",0
"787",3600,31102,0,63,"39","1","1","1",12246
"788",788,54924,0,65,"39","1","1","1",11824
"789",800,31024,0,31,"39","7","1","1",0
"790",541,44999,0,55,"39","5","1","1",0
"791",2236,138011,0,48,"39","1","1","1",0
"792",2500,61100,0,54,"43","5","1","2",0
"793",240,38700,0,32,"43","7","1","2",0
"794",116,18798,0,70,"43","4","1","2",7854
"795",28,67812,0,39,"33","1","1","1",0
"796",490,52000,0,43,"40","7","1","2",0
"797",160,29500,0,41,"36","1","2","1",0
"798",668,38039,0,41,"39","7","2","1",0
"799",2128,64380,0,51,"44","1","1","1",0
"800",341,18586,0,70,"40","4","1","2",11586
"801",833,22126,0,72,"34","1","1","1",10146
"802",478,36000,0,37,"39","1","1","1",0
"803",0,35014,0,22,"39","1","1","1",0
"806",0,6919,0,85,"34","4","1","2",6666
"807",350,49480,0,62,"43","5","1","1",5780
"809",0,15035,0,81,"34","4","1","2",12546
"810",0,8130,0,71,"36","4","2","2",6834
"812",3000,24994,0,71,"32","1","1","2",4890
"813",1200,28515,0,45,"40","7","1","2",0
"814",1200,54200,0,34,"39","1","1","2",0
"815",2800,98057,0,48,"40","1","1","2",0
"816",2000,66194,0,51,"43","1","1","1",0
"817",3500,85800,0,43,"40","1","1","1",0
"818",2400,160427,0,59,"44","4","1","2",0
"819",0,60020,0,38,"43","7","1","1",0
"820",2400,74490,0,32,"39","1","1","1",0
"821",1200,101000,0,30,"44","1","1","2",0
"822",1700,49137,0,56,"40","1","1","1",0
"823",2000,70718,0,46,"39","1","1","2",0
"824",372,19494,0,68,"39","7","1","1",13782
"825",2000,72196,0,54,"39","7","1","2",0
"826",3500,53310,0,35,"43","7","1","1",0
"827",2100,175800,0,28,"43","1","1","2",0
"828",1523,74647,0,42,"40","1","1","1",0
"829",2089,16032,0,85,"39","4","1","2",3534
"831",1650,40966,0,65,"40","5","1","2",10566
"832",3097,83099,0,52,"44","1","1","1",0
"833",0,52800,0,52,"40","5","2","1",0
"834",0,45840,0,48,"42","5","1","2",0
"835",3200,49222,0,59,"39","1","1","1",0
"836",2691,129967,0,58,"45","1","1","1",0
"837",0,43132,0,61,"43","7","1","2",0
"838",1200,46500,0,30,"43","7","1","2",0
"839",0,15080,0,21,"39","7","4","1",0
"840",0,55302,0,65,"39","4","1","2",0
"841",0,3480,0,78,"37","7","1","1",0
"842",0,41000,0,61,"40","4","4","2",0
"843",0,64376,0,44,"39","1","1","2",0
"844",2400,88900,0,34,"40","1","1","1",0
"845",0,31514,0,71,"39","4","1","2",10146
"846",3000,90400,0,37,"43","6","1","1",0
"847",2737,77507,0,76,"39","1","1","1",12546
"848",4000,18152,0,73,"39","7","1","2",10332
"849",0,3672,0,45,"40","5","2","1",0
"850",0,44029,0,30,"39","7","1","1",0
"851",0,6000,0,79,"43","4","1","2",0
"852",0,13460,0,65,"38","1","1","1",0
"853",0,25000,0,55,"42","1","1","1",0
"855",0,25500,0,23,"41","7","2","2",0
"856",338,15032,0,43,"39","6","4","2",0
"857",0,13146,0,78,"34","5","2","2",11346
"858",125,27433,0,53,"43","5","2","2",0
"859",0,106463,0,73,"40","6","2","1",12000
"860",0,153270,0,50,"43","1","1","2",0
"861",1300,57200,0,51,"39","5","2","2",0
"862",3300,54410,0,38,"39","1","1","1",0
"863",4500,80020,0,42,"39","1","1","1",0
"864",0,59117,0,29,"40","7","1","2",0
"865",1444,95301,0,43,"41","1","1","2",0
"866",2000,110626,0,52,"40","1","1","1",0
"867",0,23320,900,28,"40","6","1","2",0
"868",0,10368,0,77,"39","4","1","2",5163
"869",3500,78137,0,49,"40","1","1","1",0
"870",0,13182,0,89,"35","4","2","2",10686
"871",750,1558,0,41,"40","1","2","2",0
"873",533,43101,0,63,"41","1","1","1",0
"874",842,33341,0,83,"39","4","1","1",15222
"875",1925,27340,0,73,"39","1","1","2",5154
"876",1000,61000,0,41,"40","1","1","1",0
"877",1500,99240,0,48,"40","1","1","2",0
"878",0,6276,0,27,"37","7","2","2",0
"879",1200,16680,0,90,"40","4","2","2",7638
"880",0,12288,0,62,"39","5","2","2",0
"881",1133,41500,0,44,"37","5","2","1",0
"882",1220,50640,0,35,"39","5","1","2",0
"883",0,128960,0,29,"43","7","1","2",0
"884",1000,52588,0,56,"44","5","1","1",0
"885",706,29755,0,71,"39","1","1","2",5346
"886",0,32207,0,37,"41","3","1","2",0
"887",534,45025,0,28,"40","1","1","1",0
"888",418,12609,0,60,"41","4","1","2",1095
"889",2043,64900,0,44,"44","1","1","1",0
"890",1700,93041,0,40,"43","1","1","1",0
"891",0,10279,0,60,"43","4","1","2",7266
"892",600,59204,0,33,"39","1","1","1",0
"893",700,102150,0,31,"43","1","1","1",0
"894",900,61150,0,27,"43","1","1","1",0
"895",0,40794,0,67,"39","1","1","2",9810
"896",3400,181163,0,47,"44","1","4","1",0
"897",600,145991,0,53,"43","1","1","2",0
"898",0,22038,0,57,"39","5","1","2",0
"899",0,12600,0,71,"34","4","1","2",8400
"900",1050,80677,0,31,"43","7","1","1",0
"901",1900,94660,0,71,"39","1","1","2",560
"902",2157,39080,0,72,"39","1","1","2",5400
"903",517,8602,0,77,"36","4","1","2",7758
"905",1650,40796,0,37,"43","1","1","2",0
"906",2300,20782,0,75,"40","4","1","2",15486
"907",464,17152,0,43,"39","1","1","1",0
"908",0,5000,0,38,"36","7","2","2",0
"909",1581,13266,0,77,"34","4","1","1",9450
"910",1067,4866,0,68,"32","4","1","2",3954
"912",800,74024,0,40,"39","1","1","2",0
"913",178,30660,0,62,"39","1","1","1",0
"914",204,39700,0,47,"39","1","1","1",0
"915",360,53000,0,44,"39","1","1","1",0
"916",1000,42395,0,65,"39","4","1","2",9046
"917",0,39178,0,29,"43","5","2","1",0
"918",325,36536,0,60,"39","4","1","2",0
"919",375,25525,0,28,"39","1","1","1",0
"920",411,57400,0,50,"42","7","1","1",0
"921",0,16250,0,30,"39","7","1","2",0
"922",800,89200,0,53,"40","1","1","1",0
"923",757,53000,0,50,"39","1","1","2",0
"924",2305,91057,3900,37,"39","1","1","2",0
"925",728,49790,0,77,"40","4","1","2",15954
"926",1185,36278,0,61,"40","6","1","2",0
"927",350,39690,0,65,"39","1","1","1",5270
"928",187,23399,0,89,"33","4","1","1",9222
"929",425,73529,0,46,"39","1","1","1",0
"931",45,30339,0,45,"43","1","1","2",0
"932",280,124270,0,32,"43","1","1","2",0
"933",0,37400,0,46,"43","1","1","1",0
"934",108,21314,0,60,"41","1","1","2",0
"935",209,50332,0,27,"39","7","1","1",0
"936",0,8832,0,19,"40","7","2","2",0
"937",0,23846,0,75,"39","5","1","1",10146
"938",0,13520,0,32,"36","7","1","2",0
"939",1320,400836,0,67,"43","1","1","1",11880
"940",200,83751,0,52,"41","1","1","1",0
"941",1800,58569,0,55,"39","1","1","1",0
"942",0,13510,0,49,"42","7","2","2",0
"943",0,14976,0,41,"39","7","2","2",0
"944",500,30586,0,56,"39","1","1","1",0
"945",180,25226,0,72,"34","4","1","2",8226
"946",1400,54708,0,71,"34","1","1","2",4686
"947",0,20488,0,41,"35","1","1","1",0
"948",0,10149,0,29,"39","1","1","1",0
"949",650,80989,0,60,"41","1","1","2",0
"950",0,44269,0,53,"44","3","1","1",0
"951",159,30000,0,56,"39","5","1","1",0
"952",0,68770,0,41,"44","1","1","1",0
"953",2337,69267,0,67,"43","1","1","1",17886
"954",98,94278,0,54,"39","1","1","1",0
"955",1300,41853,0,84,"43","1","1","1",16146
"956",1100,38143,0,77,"34","6","2","2",5850
"957",912,7818,0,83,"37","4","2","2",6042
"958",0,14640,0,68,"39","1","1","2",6940
"959",1200,55123,0,65,"39","1","1","1",11154
"960",1661,49100,0,58,"39","1","1","2",0
"961",1500,122461,0,38,"40","1","1","2",0
"962",800,81300,0,30,"43","2","1","2",0
"963",0,20700,3300,38,"41","5","1","2",0
"964",17,9906,0,74,"32","4","4","2",4506
"965",0,31203,0,42,"39","1","1","1",0
"966",839,85585,0,48,"33","1","1","1",0
"967",600,40563,988,44,"40","1","1","2",0
"968",1300,60500,0,27,"39","1","1","2",0
"969",100,48060,0,49,"39","1","1","1",0
"970",1500,45014,0,36,"39","1","1","2",0
"971",500,51366,0,37,"39","1","1","1",0
"972",1200,35000,0,45,"41","1","1","1",0
"973",96,9802,0,47,"39","1","1","1",0
"974",217,40100,0,43,"40","7","1","1",0
"975",200,24672,0,68,"37","1","2","2",9546
"976",572,121743,0,42,"44","1","1","1",0
"977",550,14113,0,57,"39","1","1","1",0
"978",116,12567,0,85,"39","4","1","2",7182
"979",662,78522,0,46,"40","1","1","1",0
"980",211,34000,0,46,"39","1","1","1",0
"981",2400,125130,0,56,"44","1","1","1",0
"982",1000,13558,0,82,"39","4","1","1",11558
"983",0,39399,0,34,"43","7","1","1",0
"984",3500,61819,0,37,"39","1","1","1",0
"985",1400,46800,0,34,"39","7","1","1",0
"986",2400,45397,0,33,"39","1","1","1",0
"987",0,41760,0,20,"40","7","1","2",0
"988",700,61000,0,43,"39","1","1","1",0
"989",0,23208,1920,35,"40","7","2","2",0
"990",500,110600,0,48,"44","1","2","1",0
"991",3500,277104,0,43,"44","1","1","2",0
"992",0,44750,0,44,"35","1","2","1",0
"993",0,38000,0,47,"45","1","1","2",0
"994",900,30900,0,29,"44","7","1","1",0
"995",0,19764,0,28,"40","4","1","2",0
"996",1880,257417,0,41,"44","1","1","2",0
"997",2000,60144,0,50,"44","3","2","2",0
"998",300,50522,0,43,"39","1","1","1",0
"999",1022,145000,0,32,"43","1","1","2",0
"1000",1300,84038,0,45,"39","1","1","1",0
"1001",1158,62150,0,34,"41","1","1","1",0
"1002",940,65650,0,29,"43","1","1","1",0
"1003",1600,58865,0,28,"44","1","1","1",0
"1004",0,11304,0,59,"39","5","1","2",6888
"1005",0,15336,0,81,"34","4","1","2",8598
"1006",0,26030,0,27,"39","7","1","2",0
"1007",0,9763,0,27,"39","7","2","2",0
"1008",0,10746,0,90,"40","4","1","1",4746
"1009",1850,374947,0,65,"43","1","1","1",0
"1010",5500,411232,0,56,"44","1","1","1",0
"1011",1800,24819,0,71,"35","1","1","1",7746
"1012",3226,257315,0,40,"43","1","1","1",0
"1013",7457,98250,0,36,"44","1","1","2",0
"1014",0,119200,0,43,"41","7","1","1",0
"1015",0,33200,0,31,"43","7","2","2",0
"1016",3000,88493,0,42,"39","7","1","1",0
"1017",740,56746,0,70,"42","1","1","1",0
"1018",160,20792,0,68,"43","1","1","2",5346
"1019",160,23260,0,68,"39","1","1","2",7914
"1020",0,36500,0,46,"39","7","2","2",0
"1021",612,68700,0,58,"43","7","4","2",0
"1022",2300,23600,0,44,"45","7","1","2",0
"1023",1175,29646,0,66,"40","1","1","2",5988
"1024",326,33010,8000,38,"41","5","1","2",0
"1025",1752,142836,0,47,"40","1","1","1",0
"1026",2500,100207,0,49,"43","1","1","2",0
"1028",0,42286,0,16,"36","7","1","2",0
"1029",240,22000,0,35,"40","5","1","1",0
"1030",400,26692,0,72,"34","1","1","2",5346
"1031",0,22000,0,21,"37","7","1","1",0
"1032",759,70000,0,45,"36","1","1","1",0
"1033",520,21046,0,73,"40","1","1","1",9030
"1034",0,23414,0,78,"39","4","1","2",9414
"1035",180,16572,0,74,"39","1","1","1",11346
"1036",0,21468,0,39,"42","7","1","2",0
"1037",1300,55883,0,53,"39","5","1","2",0
"1038",1300,32315,0,46,"42","7","1","2",0
"1039",625,29207,0,40,"40","7","1","2",0
"1040",0,34539,0,45,"39","4","1","2",0
"1042",83,17407,0,69,"37","1","1","2",5034
"1043",460,53314,0,59,"36","1","1","1",0
"1044",257,56120,0,56,"39","1","1","2",0
"1045",290,38080,0,77,"40","4","1","2",20946
"1046",0,20010,0,48,"39","5","1","2",0
"1047",984,286038,5200,47,"46","1","1","2",0
"1048",2300,145718,0,55,"45","1","1","1",0
"1049",0,35000,0,57,"34","4","2","2",0
"1050",0,88250,0,30,"40","7","1","1",0
"1051",1700,2600,0,44,"40","3","2","2",0
"1052",0,9958,0,88,"33","4","2","2",9858
"1053",5000,74808,0,73,"40","1","1","1",20546
"1054",2100,113500,0,46,"43","1","1","2",0
"1055",1600,60447,0,62,"40","1","1","1",0
"1056",1100,24596,0,66,"39","1","1","1",12066
"1058",0,24666,0,80,"36","1","1","2",8706
"1059",0,19240,0,52,"32","3","4","1",0
"1060",0,12102,0,33,"34","7","1","2",0
"1061",0,47002,0,21,"41","1","1","2",0
"1062",0,8826,0,76,"39","4","1","2",8688
"1063",0,41014,0,27,"43","1","1","2",0
"1064",0,50500,0,48,"43","1","1","1",0
"1065",0,73148,0,47,"39","1","1","1",0
"1066",686,14840,0,38,"36","7","1","2",0
"1067",0,78208,0,46,"43","1","4","2",0
"1068",1200,57302,0,75,"39","1","1","2",6384
"1070",312,12597,0,85,"42","4","2","1",12546
"1071",0,21600,0,41,"40","5","1","2",0
"1072",0,37986,0,30,"41","1","1","2",0
"1073",0,9052,0,67,"37","4","1","2",9042
"1074",0,48500,0,29,"43","1","1","1",0
"1075",1642,44953,0,30,"39","1","1","1",0
"1076",0,42704,0,34,"39","7","1","1",0
"1077",1064,17600,0,67,"38","4","2","2",0
"1078",3000,50300,0,81,"35","4","1","2",50000
"1080",1574,22644,0,90,"43","1","1","1",9264
"1081",1200,37740,0,52,"39","5","1","2",0
"1082",0,7200,0,35,"39","7","1","1",0
"1083",0,19676,0,19,"39","7","3","1",0
"1084",0,7213,0,72,"45","4","1","2",0
"1085",1660,31560,0,31,"43","1","1","1",0
"1086",2000,8899,0,75,"40","4","1","2",5772
"1087",2947,5443,0,71,"39","4","1","2",5346
"1088",2500,100200,0,44,"43","1","1","1",0
"1089",2275,49240,0,42,"44","5","1","2",0
"1090",0,98169,0,58,"41","5","1","1",0
"1091",0,18581,600,30,"37","7","1","2",0
"1092",0,4716,0,21,"39","7","2","2",0
"1093",0,73050,0,37,"44","7","1","1",0
"1094",2000,36500,0,30,"43","7","1","1",0
"1095",0,28006,0,39,"42","7","1","2",0
"1096",0,57570,0,26,"44","7","1","1",0
"1097",0,29000,0,23,"43","7","1","2",0
"1098",0,53000,0,26,"43","7","1","1",0
"1099",1391,43365,0,70,"43","1","1","2",899
"1100",1167,11041,0,70,"41","4","1","2",8142
"1101",0,61680,0,29,"42","1","1","2",0
"1102",4300,27656,0,88,"43","4","1","2",12686
"1103",0,25796,0,71,"40","4","1","2",11546
"1104",4000,16694,0,71,"34","3","1","1",8946
"1105",1600,66000,0,27,"40","7","2","1",0
"1106",0,49920,0,19,"33","7","1","2",0
"1108",0,17808,0,64,"38","5","1","1",13944
"1110",0,18780,0,44,"41","1","1","1",0
"1111",0,80376,0,47,"44","7","1","1",0
"1112",2600,79000,0,56,"39","1","1","2",0
"1113",193,14288,0,76,"40","1","1","1",3600
"1114",2497,65116,0,37,"41","1","1","1",0
"1115",1433,47648,0,27,"41","5","1","1",0
"1116",700,131704,0,33,"43","7","1","2",0
"1117",1200,61516,0,82,"44","1","1","1",3678
"1118",1524,21922,0,79,"40","1","1","2",5850
"1119",700,70197,0,71,"44","1","1","1",13746
"1120",3000,196000,0,49,"44","1","1","1",0
"1121",1200,57022,0,56,"39","1","1","1",0
"1122",0,2650,0,20,"39","7","1","2",0
"1123",0,23200,0,19,"39","7","1","1",0
"1124",1200,1175,0,56,"40","1","1","1",0
"1125",270,11318,0,82,"39","4","1","2",10518
"1126",3200,89000,0,50,"39","1","1","1",0
"1127",2000,40338,0,51,"39","1","1","2",0
"1128",795,21372,0,75,"39","7","1","2",8946
"1130",5300,164752,0,45,"46","1","1","1",0
"1131",0,27010,0,43,"39","5","1","2",0
"1132",0,37232,0,54,"41","1","1","1",12246
"1133",0,15094,0,65,"37","4","1","2",9354
"1134",220,22632,0,73,"41","1","1","1",12546
"1135",1800,68590,0,44,"39","1","1","1",0
"1136",2188,25200,0,63,"36","1","1","1",12000
"1137",0,36423,0,70,"43","7","1","2",10434
"1138",0,14118,0,73,"39","5","1","2",7434
"1139",386,96745,0,45,"39","1","1","1",0
"1140",1401,98585,0,82,"44","1","1","1",14800
"1141",0,46272,0,27,"39","1","1","1",0
"1142",1000,207008,0,50,"40","1","2","2",0
"1143",900,43836,0,53,"42","1","1","1",0
"1144",2459,84950,0,39,"43","1","1","1",0
"1145",2400,76500,0,47,"45","1","1","1",0
"1146",0,8312,0,80,"35","7","1","2",8262
"1147",0,20042,0,41,"39","7","1","1",0
"1148",189,36083,0,69,"39","1","1","2",6390
"1149",0,37706,0,64,"39","1","1","2",0
"1151",505,18280,0,32,"39","1","1","1",0
